WEX Connect Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch. Fee Rate,Clearing Fee,Total Charge
0,5/26/2021,DSmanik,WEX-SWEEP,SLO,10,GSAH,GSAH,2021-07-16,$10.00,C,$0.23,MILTON,Per Unit,0.05,-0.01,0,$0.4000
0,5/26/2021,DSmanik,WEX-SWEEP,SLO,1,GSAH,GSAH,2021-07-16,$10.00,C,$0.24,MILTON,Per Unit,0.05,-0.3,0,$(0.2500)
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,3,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.1500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,4,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.2000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.10,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,5,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.2500
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,ISE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,CBOE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,3,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1500
0,5/26/2021,DSmanik,CBOE-OPT,SLO,2,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.1000
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/26/2021,DSmanik,ISE-OPT,SLO,1,AAP,AAP,2021-11-19,$165.00,P,$8.20,CITI,Per Unit,0.05,0,0,$0.0500
0,5/27/2021,DSmanik,WEX-SWEEP,SLO,1,GSAH,GSAH,2021-07-16,$10.00,C,$0.26,MILTON,Per Unit,0.05,-0.42,0,$(0.3700)
0,5/27/2021,DSmanik,WEX-SWEEP,SLO,1,GSAH,GSAH,2021-07-16,$10.00,C,$0.26,MILTON,Per Unit,0.05,-0.3,0,$(0.2500)
0,5/27/2021,DSmanik,WEX-SWEEP,SLO,1,GSAH,GSAH,2021-07-16,$10.00,C,$0.27,MILTON,Per Unit,0.05,-0.25,0,$(0.2000)
0,5/27/2021,DSmanik,WEX-SWEEP,SLO,3,GSAH,GSAH,2021-07-16,$10.00,C,$0.27,MILTON,Per Unit,0.05,-0.3,0,$(0.7500)
0.02,5/27/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,500,DLTR,DLTR,2021-11-19,$90.00,P,$3.35,UBS-CUST,Per Unit,0.05,0,0,$35.0000
0.02,5/28/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,1692,.VIX,VIX,2021-08-18,$21.00,P,$3.30,UBS-CUST,Per Unit,0.05,0,0,$118.4400
0.02,5/28/2021,DFilippidis,CBOE-WEX-CONNECT,SLO,1692,.VIX,VIX,2021-08-18,$21.00,C,$3.80,UBS-CUST,Per Unit,0.05,0,0,$118.4400
0.02,5/28/2021,DFilippidis,CBOE-WEX-CONNECT,BYO,3600,.VIX,VIX,2021-08-18,$25.00,C,$2.80,UBS-CUST,Per Unit,0.05,0,0,$252.0000
